# {"analyzer":"word","feature_count":5174,"format":"armorer_native_linear_tfidf_v1","intercepts":[-1.3641994678549927,-2.5786270743866337,-2.009297181560698,-2.679952608031897,-2.2421035257413657,-2.0937376794786706],"labels":["prompt_injection","system_prompt_extraction","data_exfiltration","sensitive_data_request","safety_bypass","destructive_command"],"lowercase":true,"model_name":"word-sgd-native-v1","ngram_range":[1,2],"norm":"l2","smooth_idf":true,"source_model":"models/semantic_experiments/word-sgd-onnx-t014/semantic_classifier.joblib","sublinear_tf":false,"threshold":0.8,"token_pattern":"(?u)\\b\\w\\w+\\b","use_idf":true}
# term	idf	coef_prompt_injection	coef_system_prompt_extraction	coef_data_exfiltration	coef_sensitive_data_request	coef_safety_bypass	coef_destructive_command
947	9.04932062318	-0.00847810855365	-0.00884219526814	0.0229487917898	-0.0114927549602	-0.00909340992832	-0.0127702706064
965	9.04932062318	-0.0181467449956	0.109973983103	-0.011108480357	-0.0110420707981	-0.0110918156882	-0.0144438709139
970	9.04932062318	-0.0131347215018	-0.00999756794295	0.0194109045049	0.0692859486767	-0.011280126308	-0.0109660820344
992	9.04932062318	0.013304089579	-0.00600553894689	-0.00514435765555	-0.00486404298145	-0.00671573241124	-0.00417559768779
about	5.95827816982	-0.0534943293721	-0.288913402678	-0.339615412434	-0.399589270699	0.356749216872	0.150975382344
about deleting	8.53849499941	-0.17680843762	-0.0773956840436	-0.140997334985	-0.0816506146549	-0.154120882082	-0.143187305879
about handling	9.04932062318	-0.0286327723613	-0.0203198944087	-0.0566126950347	-0.119405503466	-0.0294496006264	-0.024733454049
about phishing	8.53849499941	-0.229482848438	-0.0421980947925	-0.148460640047	-0.0734190074409	-0.079370627767	-0.101917153861
about support	8.76163855073	-0.13714648729	-0.0266346680861	-0.0941074132513	-0.0507679446033	-0.0306944690835	-0.0744084812054
about to	6.1776409983	0.354735397826	-0.18037234347	-0.0376941461761	-0.184797990269	0.580561835907	0.403216415691
acao	9.04932062318	0.267300475806	-0.0285810529917	-0.0567234135538	-0.0650355753911	-0.0364468778868	-0.07341011202
acao necessaria	9.04932062318	0.267300475806	-0.0285810529917	-0.0567234135538	-0.0650355753911	-0.0364468778868	-0.07341011202
access	6.92905708698	-0.317705114397	-0.70016380305	0.494150168002	1.28032163959	-0.643149326795	0.803052751141
access confidential	8.35617344262	-0.260025406926	-0.477664718047	-0.234566043049	1.58512824475	-0.31029356783	-0.0578985170141
access control	8.35617344262	-0.237799483877	-0.0722094544548	-0.273110848111	-0.0509552968288	-0.179997736894	1.3116744849
access private	9.04932062318	-0.0713670258917	-0.221045875212	-0.132782299722	0.685783286973	-0.111159520136	-0.0174266257524
access review	7.58298355439	0.163876007788	-0.0820186993342	1.11275379282	-0.565725883619	-0.165773773157	-0.244321787394
accidental	5.03594512349	-0.494203613549	-0.285998220477	-0.331434456781	-0.470560836515	-0.331956314552	-0.313002410823
accidental exposure	5.03594512349	-0.494203613549	-0.285998220477	-0.331434456781	-0.470560836515	-0.331956314552	-0.313002410823
account	5.68202479319	-1.15498965315	-0.939354920974	1.60183206905	1.34223242339	-1.36145372398	0.563274967717
account alert	6.81572840167	0.589356081596	-0.241647516232	-0.201352208519	0.0248765004561	-0.357825409877	0.219272508023
account by	8.35617344262	-0.32080788489	-0.0370003021655	-0.39879887234	1.06584928456	-0.0347699991067	-0.15715215678
account details	8.35617344262	-0.114548933918	-0.376568551097	-0.362616665967	1.22566255378	-0.230726752918	-0.085339341951
account identifiers	7.66302626206	-0.521045884107	-0.10182452492	0.275528916368	0.613146686447	-0.103548720803	-0.23194780679
account metadata	8.20202276279	-0.343246664413	-0.0507823215979	0.858060185178	-0.252989363948	-0.0438793351874	-0.18406253209
account recovery	7.75003763905	-0.2483162004	-0.0560045697294	-0.48926262378	-0.0771103310823	-0.535184209545	1.84627950793
account review	8.20202276279	-0.182506868225	-0.0287815083489	0.732539234272	-0.268558136928	-0.0728347005387	-0.139399891022
account status	7.58298355439	-0.595237405067	-0.085916622478	0.344498347148	0.945504802393	-0.144228638502	-0.239150905096
account verification	7.50887558223	0.217012723981	-0.0989642535549	-0.468128718966	-0.319498086953	-0.149758373033	-0.258935459571
account with	8.35617344262	-0.199789636896	-0.214327335421	2.11189384794	-1.08855853026	-0.163547631298	-0.0544878383491
acrostic	7.37534418961	0.926578918877	-0.163647479795	-0.147194005462	-0.127885723195	-0.199822070106	-0.210391559674
